bib_fmt,source,rights,source_bib_num,access_profile_code,imprint,htid,rights_date_used,ht_bib_key,author,rights_reason_code,pub_place,responsible_entity_code,digitization_agent_code,description,lccn,oclc_num,content_provider_code,collection_code,title
BK,WU,pd,6821631,google,"Lucas Bros., 1937.",wu.89101006120,1937.0,6920102.0,"Aly, Bower, 1903-",ren,mou,wisc,google,,,29391474,wisc,WU,"Unicameral legislatures : the eleventh annual debate handbook, 1937-1938 / edited by Bower Aly."
BK,UC,pd,GLAD117813683-B,google,"Lucas Brothers, 1932.",uc1.b3639895,1932.0,6692491.0,"Rader, Perry S. 1859-1934.",ren,mou,universityofcalifornia,google,,32034128,23677651,universityofcalifornia,NRLF,Civil government of the United States and the state of Missouri. New and rev. By Perry S. Rader.
BK,WU,und,5688248,google,"Yale University Press, 1936.",wu.89094579489,1936.0,5776178.0,"Macmurray, John, 1891-1976.",nfi,ctu,wisc,google,,36022953,1005116,wisc,WU,"The structure of religious experience, by John Macmurray ..."
BK,MIU,und,990014238000106381,google,"Books for Libraries Press, 1968 [c1936] Princeton University Press, 1936",mdp.39015015191888,1936.0,1423800.0,"More, Paul Elmer, 1864-1937.",nfi,nyu,umich,google,,,67414310,umich,MIU,On being human.
BK,UC,pd,GLAD50749530-B,google,"New republic, inc., 1936",uc1.b3924305,1935.0,6752896.0,"Burke, Kenneth, 1897-1993.",ren,nyu,universityofcalifornia,google,cop.2,35008397,1061971,universityofcalifornia,NRLF,"Permanence and change; an anatomy of purpose,"
BK,MIU,und,990024783460106381,google,"Harcourt, Brace and company [c1931]",mdp.39015065600481,1931.0,2478346.0,"Tawney, R. H. 1880-1962.",nfi,nyu,umich,google,,,1848015,umich,MIU,"Equality, by R.H. Tawney."
BK,MIU,ic,990011413790106381,google,Covici-Friede [c1932],mdp.39015008716345,1932.0,1141379.0,"Roosevelt, Franklin D. 1882-1945.",ren,nyu,umich,google,,32026965,"2171767,50583667",umich,MIU,"Government - not politics, by Franklin D. Roosevelt."
BK,MIU,ic,990020662190106381,google,"Doubleday, Doran & company, inc., 1934",mdp.39015012456565,1934.0,2066219.0,"Beers, Clifford Whittingham, 1876-1943.",ren,nyu,umich,google,,,8319148,umich,MIU,"A mind that found itself; an autobiography, by Clifford Whittingham Beers."
SE,MIU,ic,990005217230106381,google,"Connecticut Academy of Arts and Sciences; Distributed by Archon Books, c1866-",mdp.39015009362826,1937.0,521723.0,,bib,ctu,umich,google,v.32 1933-1937,17-12447,"12686450,1564845,214638997",umich,MIU,Transactions.
BK,MIU,ic,990015648730106381,google,"W.W. Norton & Company, Inc., 1932.",mdp.39015001984965,1932.0,1564873.0,"Alexander, Franz, 1891-1964.",bib,nyu,umich,google,,32026210,"216319597,2326825",umich,MIU,"The medical value of psychoanalysis, by Franz Alexander, M.D."
BK,COO,pd,1716519,google,D. Appleton [c1932],coo.31924055351641,1932.0,9063354.0,"Wheeler, Raymond Holder, 1892-",ren,nyu,cornell,google,,,1082668,cornell,COO,The laws of human nature; a general view of Gestalt psychology.
BK,MIU,und,990039078920106381,google,"Viking, 1939.",mdp.39015003652032,1939.0,3907892.0,"Mayer, J. P. 1903-1992",nfi,nyu,umich,google,,,34261210,umich,MIU,Political thought : the European tradition / by J.P. Mayer ; in co-operation with R.H.S. Crossman ... [et al.].
BK,MIU,ic,990011371910106381,google,"Macmillan Co., 1931.",mdp.39015021942480,1931.0,1137191.0,"Thomas, Norman, 1884-1968.",bib,nyu,umich,google,,31007986,204058,umich,MIU,America's way out: a program for democracy.
BK,MIU,ic,"990013251690106381,990005767470106381",google,"The Macmillan company, 1935.",mdp.39015008722194,1935.0,576747.0,"Wells, H. G. 1866-1946.",ren,nyu,umich,google,,35008548,2514566,umich,MIU,"The new American, the new world."
BK,MIU,ic,990012822250106381,google,C. Scribner's sons [c1934],mdp.39015030520269,1934.0,1282225.0,American Historical Association. Commission on the Social Studies in the Schools.,ren,nyu,umich,google,,34014524,166929,umich,MIU,Conclusions and recommendations of the Commission.
SE,UC,pdus,GLAD145943-S,google,Williams & Wilkins Co.,uc1.b4305266,1936.0,531991.0,,gfv,mdu,universityofcalifornia,google,v.4-6,sn 89038606,"1757122,213956071",universityofcalifornia,NRLF,Mental measurement monographs.
BK,MIU,pd,990017485740106381,google,"[Social science research council,], 1930.",mdp.39015023141685,1930.0,1748574.0,"Gaus, John M. 1894-1969.",ren,nyu,umich,google,,a 32000176,4914597,umich,MIU,"A study of research in public administration, prepared for the Advisory committee on public administration of the Social science research council, / by John M. Gaus."
BK,MIU,pd,990010675780106381,google,"University Press, 1936.",mdp.39015059733389,1936.0,1067578.0,"Blackhurst, J. Herbert 1890-",ren,iau,umich,google,,36006920,1928556,umich,MIU,Principles of methods / J. Herbert Blackhurst.
BK,UC,pd,GLAD50431408-B,google,"U. S. Govt. Print. Off., 1933.",uc1.$b59763,1933.0,6577784.0,"Beauchamp, Wilbur Lee. 1891-",bib,dcu,universityofcalifornia,google,,e  33000081,4353274,universityofcalifornia,NRLF,"Instruction in science, by Wilbur L. Beauchamp."
BK,UC,ic,b169104254,google,"E. P. Dutton & co., inc. [c1935]",uc1.b3376625,1935.0,3167069.0,"Joad, C. E. M. 1891-1953.",bib,nyu,universityofcalifornia,google,,35027225,3575210,universityofcalifornia,NRLF,"Liberty to-day,"
BK,UC,pd,GLAD37511-B,google,"University of California press, 1934.",uc1.b3134838,1934.0,6108425.0,"Howison, George Holmes, 1834-1917.",ren,cau,universityofcalifornia,google,,34017950,"213632238,3675673",universityofcalifornia,NRLF,"George Holmes Howison, philosopher and teacher; a selection from his writings, with a biographical sketch, by John Wright Buckham and George Malcolm Stratton."
BK,MIU,ic,990014356570106381,google,"The Macmillan company, 1930.",mdp.39015009047559,1930.0,1435657.0,"Drachman, Julian M. 1894-",ren,nyu,umich,google,,30031417 //r84,5014396,umich,MIU,"Studies in the literature of natural science, by Julian M. Drachman ..."
BK,WU,pd,7538833,google,"American Liberty League, 1935.",wu.89096342647,1935.0,5765482.0,,ren,dcu,wisc,google,,,83065592,wisc,WU,The President's tax program : an analysis of a tranparent political gesture.
BK,MIU,ic,990010041610106381,google,"D. Appleton-Century company, incorporated [c1939]",mdp.39015063054947,1939.0,1004161.0,"Van Doren, Carl, 1885-1950.",ren,nyu,umich,google,,39027416,1621092,umich,MIU,American and British literature since 1890.
BK,MIU,pd,990014746820106381,google,"The Macmillan Company, ©1935.",mdp.39015030980604,1935.0,1474682.0,"Reiser, Oliver Leslie, 1895-1974.",ren,nyu,umich,google,,35016032,1803243,umich,MIU,Philosophy and the concepts of modern science / by Oliver L. Reiser.
BK,MIU,ic,990014749360106381,google,D. Appleton-Century Co. [1938],mdp.39015049848529,1938.0,1474936.0,American Education Fellowship. Commission on the Secondary School Curriculum. Committee on the Function of Science in General Education.,ren,nyu,umich,google,,38016658//r2,535871,umich,MIU,Science in general education; suggestions for science teachers in secondary schools and in the lower division of colleges; report.
BK,MIU,und,990032039620106381,google,"Nervous and mental disease publishing co., 1934.",mdp.39015002361148,1934.0,3203962.0,"Moreno, J. L. 1889-1974.",nfi,dcu,umich,google,,34018502,14736516,umich,MIU,"Who shall survive? A new approach to the problem of human interrelations, by J. L. Moreno, M. D."
BK,MIU,ic,990007760770106381,google,"Bobbs-Merrill company, [c1931]",mdp.39015056102596,1931.0,776077.0,"Henry, Robert Selph, 1889-1970.",ren,inu,umich,google,,31029915,1300151,umich,MIU,The story of the confederacy / by Robert Selph Henry.
BK,UIU,pdus,2294948,google,"Macmillan, 1938.",uiug.30112118810305,1938.0,10450305.0,"Gray, John Chipman, 1839-1915.",cdpp,nyu,illinois,google,,,11977480,illinois,UIUC,The nature and sources of the law / by John Chipman Gray.
BK,MIU,ic,990013794290106381,google,"Harper & brothers, 1930.",mdp.39015003292789,1930.0,1379429.0,"Hough, Lynn Harold, 1877-",ren,nyu,umich,google,,30029292,311778,umich,MIU,"Personality and science,"
BK,UVA,pdus,u1153579,google,1931.,uva.x002614850,1931.0,101870064.0,"Allen, Chauncey Newell, 1900-",ncn,nyu,virginia,google,no.127,31024870,3032846,virginia,UVA,"Individual differences in delayed reaction of infants; a study of sex differences in early retentiveness,"
BK,UC,pd,GLAD17176215-B,google,The Mundus publishing company [c1932],uc1.$b280325,1932.0,6521792.0,"Harvey, W. H. 1851-",ren,aru,universityofcalifornia,google,,33037275,5769826,universityofcalifornia,NRLF,"The book, by W. H. (Coin) Harvey ..."
BK,UMN,pdus,9918464560001701,google,"New York University School of Law, 1939.",umn.31951002645075b,1939.0,100952891.0,"Timasheff, Nicholas S. 1886-1970.",ren,nyu,umn,google,,,9420227,umn,UMN,The crisis in the Marxian theory of law / by N.S. Timasheff.
BK,MIU,ic,990005765430106381,google,"The Viking Press, 1933.",mdp.39015002313503,1933.0,576543.0,"Lindley, Ernest Kidder, 1899-",ren,nyu,umich,google,,33027368,774157,umich,MIU,"The Roosevelt revolution, first phase, by Ernest K. Lindley."
BK,UC,und,GLAD308750-B,google,"The University of Chicago, 1934.",uc1.$b86641,1934.0,6593077.0,"Gideonse, Harry David, 1901-",nfi,ilu,universityofcalifornia,google,,,"17855914,62601480",universityofcalifornia,NRLF,"Second-year course in the study of contemporary society (Social Science II) Syllabus and selected readings, edited by Harry D. Gideonse [and others]"
BK,UIU,und,2714437,google,"Longmans, Green and co., 1936.",uiug.30112064614594,1936.0,101699238.0,"Reeves, Earl.",nfi,nyu,illinois,google,,36008501,341431,illinois,UIUC,"Truth about the new deal [by] Robert L. Lund, Howard E. Coffin [and] Dr. Charles W. Burkett. in collaboration with Earl Reeves."
BK,COO,ic,1380041,google,"Stemple, 1930.",coo.31924013010594,1930.0,9113952.0,"Stemple, Forrest Wilbur.",bib,nyu,cornell,google,,,63918323,cornell,COO,"Science needs of pupils in small high schools, based on an activity analysis."
BK,MIU,pdus,"990024292470106381,990017352200106381",google,"The Macmillan company ; Macmillan & co., ltd., 1937.",mdp.39015003452607,1937.0,1735220.0,"Horne, Herman Harrell, 1874-",gfv,nyu,umich,google,,27014941,1388392,umich,MIU,"The philosophy of education; being the foundations of education in the related natural and mental sciences, by Herman Harrell Horne."
BK,MIU,ic,990013828380106381,google,"[publisher not identified], 1934.",mdp.39015003739284,1934.0,1382838.0,"Mins, Henry F. 1903-1981.",bib,nyu,umich,google,,35003913,924944,umich,MIU,"Materialism, the scientific bias ... [by] Henry Felix Mins junior."
BK,MIU,ic,990011083770106381,google,"D. Appleton-Century company, incorporated [c1939]",mdp.39015004143627,1939.0,1108377.0,"Symonds, Percival Mallon, 1893-1960.",ren,nyu,umich,google,,39021883,529097,umich,MIU,"The psychology of parent-child relationships,"
BK,MIU,und,990014369040106381,google,"G. P. Putnam's sons, 1932.",mdp.39015004862580,1932.0,1436904.0,"Harris, Markham, 1907-",crms,nyu,umich,google,,32033273,1749626,umich,MIU,The case for tragedy : being a challenge to those who deny the possibility of a tragic spirit in the modern world.
SE,UC,ic,b163149847,google,[Ford Motor Company] 1936-,uc1.b3136348,1935.0,3146938.0,"Cameron, William John, 1879-1955.",bib,miu,universityofcalifornia,google,1934/35,a 40000328,8684374,universityofcalifornia,NRLF,The Ford Sunday evening hour talks ...
BK,HVD,pdus,990063784180203941,google,"People's Foundation, 1938.",hvd.hw3drs,1938.0,102686336.0,"Pyle, Charles McAlpin.",ren,nyu,harvard,google,,,32485208,harvard,HVD,Your road to happiness : an introduction to egoanalysis / by Charles McAlpin Pyle.
BK,UMN,pd,9919326470001701,google,"[U. S. Govt. print. off], [1939]",umn.319510025686648,1939.0,100953129.0,United States. President (1933-1945 : Roosevelt),bib,dcu,umn,google,,39026545,62419049,umn,UMN,First plan on government reorganization.
BK,MIU,pd,990011431120106381,google,"Columbia university press, 1932.",mdp.39015009335582,1932.0,1143112.0,"Robinson, Claude E. 1900-",ren,nyu,umich,google,,32028817,"2513743,5855305",umich,MIU,"Straw votes; a study of political prediction, by Claude E. Robinson with a foreword by Robert E. Chaddock."
BK,COO,pdus,425397,google,"Macmillan, 1931.",coo.31924017523345,1931.0,100187086.0,"Hill, Charles E. 1881-1936.",cdpp,nyu,cornell,google,,33013294,5922104,cornell,COO,Leading American treaties / by Charles E. Hill.
BK,UC,pd,b146898953,google,"Dodd, Mead & company, 1937.",uc1.$b727631,1937.0,8297561.0,"Lewis, Ethel, 1896-",ren,nyu,universityofcalifornia,google,,37036123,1708589,universityofcalifornia,NRLF,"The White House; an informal history of its architecture, interiors and gardens, by Ethel Lewis."
BK,MIU,und,990012015780106381,google,"The Johns Hopkins press, 1932.",mdp.39015030037330,1932.0,1201578.0,"Seibert, Louise Cleret, 1892-",nfi,mdu,umich,google,,32014724,1906499,umich,MIU,"A series of experiments on the learning of French vocabulary,"
BK,UIU,ic,2487638,google,"CBS, 1936.",uiug.30112114046227,1936.0,100858546.0,"Columbia Broadcasting System, inc.",bib,nyu,illinois,google,,38008463,2903866,illinois,UIUC,"Exact measurements of the spoken word, 1902-1936 / Columbia Broadcasting System."
BK,OU,pdus,b1560942x,google,"The Macmillan company, 1939.",osu.32435000631838,1939.0,102330831.0,"Bailey, Harriet.",ren,nyu,osu,google,,39015303,1650618,osu,OSU,"Nursing mental diseases, by Harriet Bailey .."
BK,UC,pd,b131564109,google,"Houghton Mifflin Company, 1936.",uc1.$b587984,1936.0,8709360.0,"Stratton, George Malcolm, 1865-1957.",ren,mau,universityofcalifornia,google,,36007031,503410,universityofcalifornia,NRLF,"International delusions, by George Malcolm Stratton ..."
BK,MIU,ic,990017417690106381,google,"H. Holt and company, [1939]",mdp.39015007547014,1939.0,1741769.0,"Sorokin, Pitirim Aleksandrovich, 1889-1968.",ren,nyu,umich,google,,,34739205,umich,MIU,Principles of rural-urban sociology / by Pitirim Sorokin and Carle C. Zimmerman.
BK,MIU,ic,990004305050106381,google,The University of Minnesota press [c1931],mdp.39015008504956,1931.0,430505.0,"Goodenough, Florence Laura, 1886-",ren,mnu,umich,google,,32026093,2228582,umich,MIU,"Anger in young children, by Florence L. Goodenough."
BK,UC,und,GLAD151257288-B,google,"J. B. Lippincott Company, [c1938]",uc1.b3629966,1937.0,6689158.0,"Miller, Edwin Lillie, 1868-1934.",nfi,ilu,universityofcalifornia,google,,38005251,"2570571,464912539",universityofcalifornia,NRLF,Explorations in literature ...
BK,UC,ic,b172035600,google,"Open Court Publishing Co., 1949, c1902.",uc1.b4655689,1949.0,11158127.0,"Kant, Immanuel, 1724-1804.",bib,ilu,universityofcalifornia,google,,,16770761,universityofcalifornia,NRLF,Kant's Prolegomena to any future metaphysics / edited in English by Paul Carus ; with an essay on Kant's philosophy and other supplementary material for the study of Kant.
BK,MIU,ic,990005833450106381,google,Harper & brothers [c1940],mdp.39015001639023,1940.0,583345.0,Yale University. Clinic of Child Development.,ren,nyu,umich,google,,40008731,6325671,umich,MIU,"The first five years of life; a guide to the study of the pre-school child, from the Yale clinic of child development."
BK,MIU,ic-world,990012805290106381,google,"Columbia university press, 1944.",mdp.39015003486753,1944.0,1280529.0,"Murphy, Lois Barclay, 1902-2003.",con,nyu,umich,google,,a 44005574,764812,umich,MIU,Emotional factors in learning.
BK,MIU,ic,990006178130106381,google,"Thomas Y. Crowell, 1940.",mdp.39015026429558,1940.0,617813.0,"Wheeler, Raymond Holder, 1892-",ren,nyu,umich,google,,40003937,19602146,umich,MIU,The science of psychology; an introductory study [by] Raymond Holder Wheeler.
BK,OU,pdus,b30286517,google,"Constitutional educational league, 1944]",osu.32435010823755,1944.0,101670225.0,"Kamp, Joseph P. 1900-",ncn,nyu,osu,google,,44051057 //r,39635992,osu,OSU,"The hell with G. I. Joe! Bureaucratic regimentation vs. constitutional government, by Joseph P. Kamp. with the views of W. Lee O'Daniel, Paul McNutt, Albert Jay Nock, Francis Biddle [and] John Edgar Hoover."
BK,UC,pd,GLAD340453-B,google,American Council on Public Affairs [c1940],uc1.$b106534,1940.0,6604194.0,"Crawford, Arthur Whipple.",ren,dcu,universityofcalifornia,google,,40032489,239114,universityofcalifornia,NRLF,"Monetary management under the new deal; the evolution of a managed currency system--its problems and results, by Arthur Whipple Crawford, Ph. D."
BK,UC,und,"b169624997,GLAD50518260-B",google,H. Holt and company [c1941],uc1.$b670688,1941.0,6728819.0,"Mosher, William E. 1877-1945.",nfi,nyu,universityofcalifornia,google,,41018825,166931,universityofcalifornia,NRLF,Introduction to responsible citizenship.
BK,OU,und,b16030175,google,"J.O. Frank, c1940.",osu.32435014849087,1940.0,101802917.0,"Frank, J. O. 1885-1949.",ren,wiu,osu,google,,40012010,3754812,osu,OSU,"Mystery experiments and problems for science classes and science clubs, by J.O. Frank, assisted by Guy J. Barlow."
BK,MIU,pdus,990012827140106381,google,"Macmillan, 1940.",mdp.39015062812998,1940.0,1282714.0,"Wiley, George M. 1875-1968.",ren,nyu,umich,google,,40011114,767939,umich,MIU,"The redirection of secondary education; a social interpretation, by George M. Wiley, Jr. ..."
BK,OU,und,b54129199,google,Penguin Books [1949],osu.32435066152679,1949.0,101673477.0,"Frankfort, Henri, 1897-1954.",nfi,mdu,osu,google,,,376968,osu,OSU,Before philosophy: the intellectual adventure of ancient man.
BK,UIU,pd,2222829,google,"U.S. G.P.O., 1941.",uiug.30112119744842,1941.0,101707456.0,United States. Congress. Senate. Committee on Territories and Insular Affairs.,bib,dcu,illinois,google,,42001063,11501817,illinois,UIUC,"Nomination of Rexford G. Tugwell : hearings before the Committee on Territories and Insular Affairs, United States Senate, seventy-seventh Congress, first session, on the nomination of Rexford G. Tugwell as governor of Puerto Rico, August 6, 12, 13, and 18, 1941."
BK,MIU,ic,990004679730106381,google,Harper [1948],mdp.39015004716604,1948.0,467973.0,"Sherwood, Robert E. 1896-1955.",ren,nyu,umich,google,,48008936//r852,908375,umich,MIU,"Roosevelt and Hopkins, an intimate history."
BK,MIU,ic,990014747090106381,google,1947.,mdp.39015030981677,1947.0,1474709.0,"Sparrow, Carroll Mason, 1880-1941.",bib,vau,umich,google,,47011969,1547520,umich,MIU,Voyages and cargoes. [Essays].
BK,MIU,und,990012816820106381,google,"Teachers college, Columbia university [1945]",mdp.39015074160550,1945.0,1281682.0,"Baker, Emily Veronica.",nfi,nyu,umich,google,,45006856,2535034,umich,MIU,"Children's questions and their implications for planning the curriculum,"
BK,WU,ic,5534215,google,"The Johns Hopkins press, 1946.",wu.89094323128,1946.0,1557138.0,"Jones, W. H. S. 1876-1963",bib,mdu,wisc,google,,a  47001473,3661526,wisc,WU,"Philosophy and medicine in ancient Greece, with an edition of [in vernacular]. By W. H. S. Jones ..."
BK,MIU,ic,"990004278730106381,990013490630106381",google,"Farrar & Rinehart, inc. [c1941]",mdp.39015002397472,1941.0,427873.0,"Britt, Steuart Henderson, 1907-1979.",ren,nyu,umich,google,,41008732,254987,umich,MIU,Social psychology of modern life [by] Steuart Henderson Britt.
BK,MIU,ic,990012806090106381,google,The John Day Company [1942],mdp.39015074149587,1942.0,1280609.0,"Hubbard, Elizabeth Vernon, Mrs.",bib,nyu,umich,google,,42010213,950301,umich,MIU,"Your children at school, how they adjust and develop ... [by] Elizabeth Vernon Hubbard; introduction by Hughes Mearns."
SE,IAU,ic,990029497610202771,google,University of Chicago],iau.31858045069667,1940.0,681033.0,University of Chicago Round Table (Radio program),bib,ilu,uiowa,google,no.95-104 1940,a 42001164,1511059,uiowa,IAU,Round table; [transcripts].
BK,UC,und,GLAD117737539-B,google,"E. P. Dutton & Co., 1940.",uc1.b3543579,1940.0,1026535.0,"Brooks, Van Wyck, 1886-1963.",nfi,nyu,universityofcalifornia,google,,40027592,537423,universityofcalifornia,NRLF,"New England: Indian summer, 1865-1915 / by Van Wyck Brooks."
BK,HVD,pdus,990067655690203941,google,"Prentice-Hall, inc., [1948.]",hvd.hx4sze,1948.0,102715533.0,"Smith, Charles W. 1904-",ren,nyu,harvard,google,,,237633919,harvard,HVD,"Public opinion in a democracy; a study of American politics, by Charles W. Smith, jr. ..."
BK,UIU,pdus,2558557,google,"Poli Sci Classics, 1947.",uiug.30112004329725,1947.0,102589008.0,"Calhoun, John C. 1782-1850.",ren,nyu,illinois,google,,a  48008108,862366,illinois,UIUC,A disquisition on government. With an introd. by Naphtaly Levy.
BK,UC,ic,b12676299,google,Norton [c1948],uc1.32106010583091,1948.0,4446729.0,"Ehrenwald, Jan, 1900-1988",ren,nyu,universityofcalifornia,google,,med48000019,1701629,universityofcalifornia,UCSC,Telepathy and medical psychology.
SE,OU,ic,b10005055,google,"The University, [1900]-©2000.",osu.32435021329883,1942.0,9794394.0,,bib,ncu,osu,google,v.25pt.2 1942,14005651,1771793,osu,OSU,The James Sprunt studies in history and political science.
BK,MIU,ic,990014337610106381,google,"Houghton Mifflin, 1941.",mdp.39015002721721,1941.0,1433761.0,"McGovern, William Montgomery, 1897-",ren,mau,umich,google,,41013201,494046,umich,MIU,From Luther to Hitler : the history of fascist-nazi political philosophy / William Montgomery McGovern.
BK,UC,ic,GLAD405632-B,google,"Alliance Book Corporation, [c1940].",uc1.$b20592,1940.0,973939.0,"Chakhotin, Sergeĭ, 1883-",bib,nyu,universityofcalifornia,google,,40035183,3687034,universityofcalifornia,NRLF,"The rape of the masses; the psychology of totalitarian political propaganda, by Serge Chakotin; translated by E. W. Dickes."
BK,MIU,pdus,990017335780106381,google,"Hispanic institute in the United States, 1941.",mdp.39015011251207,1941.0,1733578.0,"Wilson, Irma, 1895-",ren,nyu,umich,google,,41011488,21007624,umich,MIU,"Mexico; a century of educational thought, by Irma Wilson ..."
BK,MIU,ic,990014009590106381,google,Prentice-Hall [1948],mdp.39015011475111,1948.0,1400959.0,"Peale, Norman Vincent, 1898-",ren,nyu,umich,google,,48005754,384174,umich,MIU,A guide to confident living.
BK,UC,ic,GLAD100766051-B,google,Norton [c1943],uc1.b4238323,1943.0,1584678.0,"Mira y López, Emilio, 1896-1964.",ren,nyu,universityofcalifornia,google,,43014240,"14725371,216317829",universityofcalifornia,NRLF,Psychiatry in war.
BK,MIU,ic,990014749680106381,google,"Harper, [1943]",mdp.39015030970621,1943.0,1474968.0,"Howland, Hazel Pope.",bib,nyu,umich,google,,43012659,1215877,umich,MIU,"How to read in science and technology / by Hazel Pope Howland, Lawrence L. Jarvie, Leo F. Smith."
BK,WU,und,4942420,google,H. Holt and Company [1946],wu.89067326686,1946.0,9630096.0,"Fisher, Dorothy Canfield, 1879-1958.",crms,nyu,wisc,google,,47001029,1315015,wisc,WU,American portraits; pictures by Enit Kaufman; text by Dorothy Canfield Fisher.
BK,MIU,und,990099064140106381,google,1942-51.,mdp.39076005275271,1942.0,9906414.0,American Academy of Arts and Letters.,nfi,nyu,umich,google,v.1,,1414721,umich,UMDB,Commemorative tributes of the American Academy of Arts and Letters.
BK,UC,und,GLAD17175146-B,google,"Bar press, inc., [c1942]",uc1.$b237187,1942.0,6494542.0,"Cornell, Edward S., 1892-",nfi,nyu,universityofcalifornia,google,,42013881,1620960,universityofcalifornia,NRLF,"America's future pattern, by Edward S. Cornell ..."
BK,MIU,und,990015948500106381,google,University of California Press [c1949],mdp.39015009308332,1949.0,1594850.0,"Teggart, Frederick John, 1870-1946.",nfi,cau,umich,google,,49049294,1905605,umich,MIU,"The idea of progress, a collection of readings.  Rev. ed., with an introd. by George H. Hildebrand."
BK,OU,und,b53724707,google,"Citizens' Committee to Free Earl Browder, 1941.",osu.32435073930638,1941.0,100825755.0,Citizens' Committee to Free Earl Browder.,nfi,nyu,osu,google,,,27832518,osu,OSU,The Browder case : a summary of facts : a brief for justice and fair play in America.
BK,MIU,ic,990017489500106381,google,"University of Oklahoma press, 1940.",mdp.39015002132515,1940.0,1748950.0,"Ewing, Cortez Arthur Milton, 1896-1962.",ren,oku,umich,google,,40033395,499165,umich,MIU,"Presidential elections from Abraham Lincoln to Franklin D. Roosevelt, by Cortez A.M. Ewing."
BK,MIU,ic,990005770900106381,google,"Doubleday, Doran and co., inc., 1944.",mdp.39015001575656,1944.0,577090.0,"Flynn, John Thomas, 1883-1964.",ren,nyu,umich,google,,44001881,412631,umich,MIU,"As we go marching, by John T. Flynn."
BK,UC,ic,GLAD17073918-B,google,Harper [1944],uc1.b3107826,1944.0,7356431.0,"Pressey, Sidney L. 1888-1979.",ren,nyu,universityofcalifornia,google,,44002336,"16738045,214747528",universityofcalifornia,NRLF,Psychology and the new education.
BK,UIU,pd,2579801,google,"U.S. Govt. Print. Off., 1947.",uiug.30112119787601,1947.0,101705768.0,United States. Congress. House. Committee on Un-American Activities.,bib,dcu,illinois,google,,47046201,3370572,illinois,UIUC,"Testimony of Victor A. Kravchenko : hearings before the Committee on Un-American Activities, House of Representatives, Eightieth Congress, first session, on H.R. 1884 and H.R. 2122, bills to curb or outlaw the Communist Party of the United States, Public law 601 (Section 121, Subsection Q(2)) July 22, 1947."
BK,MIU,pd,990014749640106381,google,"The University of Texas press, 1945.",mdp.39015008390315,1945.0,1474964.0,"Hornberger, Theodore, 1906-1975.",ren,txu,umich,google,,a 46001632,"2162041,217062649",umich,MIU,"Scientific thought in the American colleges, 1638-1800."
BK,UC,pd,GLAD17179613-B,google,"New York Labor News, 1944.",uc1.$b269646,1944.0,6514739.0,"Petersen, Arnold.",ren,nyu,universityofcalifornia,google,,45016540,10286151,universityofcalifornia,NRLF,Constitution of the United States : founding of the bourgeois republic / by Arnold Petersen.
BK,MIU,ic,990003835570106381,google,Harper & brothers [c1942],mdp.39015002351552,1942.0,383557.0,"Burtt, Harold E. 1890-1991.",ren,nyu,umich,google,,42020128,900114,umich,MIU,Principles of employment psychology [by] Harold Ernest Burtt.
BK,UMN,ic,002166919,google,"Distributed by the University of Chicago bookstore, c1940.",umn.319510008312187,1940.0,7475715.0,"Adler, Mortimer Jerome, 1902-2001",bib,ilu,umn,google,,41008049,6148668,umn,UMN,"The philosophy and science of man as a foundation for ethics and politics,"
BK,MIU,ic,990044254540106381,google,"Pub. for the Institute of human relations by Yale university press; H. Milford, Oxford university press, 1947, 1941.",mdp.49015000435173,1947.0,4425454.0,"Miller, Neal E. 1909-2002.",ren,ctu,umich,google,,41023888 //r86,1654749,umich,MIU,"Social learning and imitation, by Neal E. Miller and John Dollard."
BK,UVA,ic,u1216071,google,Philosophical Library [1949],uva.x000305622,1949.0,1444077.0,"Einstein, Albert, 1879-1955.",ren,nyu,virginia,google,,49010555,1077784,virginia,UVA,The world as I see it.
BK,MIU,und,990003146980106381,google,"D. Appleton-Century company, incorporated, 1943.",mdp.39015059429731,1943.0,314698.0,"Muelder, Hermann R. 1905-",nfi,nyu,umich,google,,43007107,1563953,umich,MIU,"Years of this land, a geographical history of the United States, by Hermann R. Muelder and David M. Delo."
BK,UC,ic,b169584276,google,"Duell, Sloan and Pearce [1944]",uc1.b3289714,1944.0,10050464.0,"Gaer, Joseph, 1897-1969.",ren,nyu,universityofcalifornia,google,,44051287,808357240,universityofcalifornia,NRLF,The first round;
BK,UMN,ic,000857811,google,The Bobbs-Merrill company c1944.,umn.31951p00671751h,1944.0,1576078.0,"Truax, Rhoda.",bib,inu,umn,google,,sg 44000274,11188435,umn,UMN,"Joseph Lister, father of modern surgery / by Rhoda Truax."
BK,MIU,ic,990012805670106381,google,The Ronald press company [c1941],mdp.39015003486936,1941.0,1280567.0,"Tiegs, Ernest W. 1891-1970.",ren,nyu,umich,google,,41011057,1620945,umich,MIU,"Mental hygiene in education, by Ernest W. Tiegs [and] Barney Katz."
BK,UC,ic,"GLAD67489788-B,b170444235",google,"Simon and Schuster, 1943.",uc1.b3725672,1943.0,6765737.0,"Fink, David Harold, 1894-",ren,nyu,universityofcalifornia,google,,43009913,6027538,universityofcalifornia,NRLF,"Release from nervous tension, by David Harold Fink, M.D."
